depmap_id,cell_line_display_name,14-3-3_beta,14-3-3_epsilon_Caution,14-3-3_zeta,4E-BP1,4E-BP1_pS65,4E-BP1_pT37_T46,4E-BP1_pT70,53BP1,A-Raf_pS299_Caution,ACC_pS79,ACC1_Caution,Acetyl-a-Tubulin (Lys40)_Caution,ACVRL1_Caution,ADAR1,Akt,Akt_pS473,Akt_pT308,alpha-Catenin,AMPK_alpha_Caution,AMPK_pT172,Annexin 1,Annexin_VII,AR,ASNS,ATM,B-Raf_Caution,B-Raf_pS445,Bad_pS112,Bak_Caution,Bap1 c-4,Bax,Bcl-2,Bcl-xL,Beclin_Caution,beta-Catenin,beta-Catenin_pT41_S45,beta Actin_Caution,Bid_Caution,Bim(CST2933),Bim(EP1036),BRCA2_Caution,c-Jun_pS73,c-Kit,c-Met_Caution,c-Met_pY1235,c-Myc_Caution,C-Raf(BD610151)_Caution,C-Raf(MP05-739),C-Raf_pS338,Caspase-7_cleavedD198_Caution,Caspase-8_Caution,Caveolin-1,CD20 _Caution,CD31,CD49b,CDK1,Chk1_Caution,Chk1_pS345_Caution,Chk2,Chk2_pT68_Caution,cIAP_Caution,Claudin-7,Collagen_VI,Cyclin_B1,Cyclin_D1,Cyclin_E1,Cyclin_E2_Caution,Di-Ras3_Caution,DJ-1,Dvl3,E-Cadherin,eEF2_Caution,eEF2K,EGFR,EGFR_pY1068_Caution,EGFR_pY1173,eIF4E,eIF4G_Caution,ER-alpha,ER-alpha_pS118,ERCC1_Caution,ERK2_Caution,ETS-1,FASN,Fibronectin,FoxM1,FOXO3a_Caution,FOXO3a_pS318_S321_Caution,FRA1_Caution,G6PD,Gab2,GAPDH_Caution,GATA3,GSK-3-BETA_Caution,GSK3-alpha-beta,GSK3-alpha-beta_pS21_S9,GSK3_pS9,HER2,HER2_pY1248_Caution,HER3,HER3_pY1289_Caution,Heregulin,HSP70_Caution,IGFBP2,INPP4B,IRS1,JAK2,JNK_pT183_Y185,JNK2_Caution,Ku80_Caution,Lck,MAPK_pT202_Y204,MDM2_pS166,MDMX_MDM4(BetIHC-00108)_Caution,MEK1,MEK1_pS217_S221,MIG-6,Mre11_Caution,MSH2,MSH6_Caution,mTOR,mTOR_pS2448_Caution,MYH11,Myosin IIa pS1943,N-Cadherin,N-Ras,NDRG1_pT346,NF-kB-p65_pS536_Caution,NF2_Caution,Notch1,P-Cadherin_Caution,p14 Arf(BetA300-340A)_Caution,p21,p27,p27_pT157_Caution,p27_pT198,p38 alpha MAPK,p38_MAPK,p38_pT180_Y182,p53_Caution,p62 Lck ligand_Caution,p70S6K,p70S6K_pT389,p90RSK_Caution,p90RSK_pT359_S363_Caution,p90RSK_pT573_Caution,PAI-1,PARP_cleaved_Caution,Paxillin_Caution,PCNA_Caution,PDCD4_Caution,PDK1,PDK1_pS241,PEA15,PEA15_pS116,PI3K-p110-alpha_Caution,PI3K-p85,PKC-alpha,PKC-alpha_pS657_Caution,PKC-delta_pS664,PKC-pan_BetaII_pS660,Porin,PR,PRAS40_pT246,PRDX1,PREX1,PTEN,Rab25,Rad50,RAD51,Raptor,Rb_Caution,Rb_pS807_S811,RBM15,Rictor_Caution,Rictor_pT1135,RSK1-2-3_Caution,S6_pS235_S236,S6_pS240_S244,SCD1,SETD2_Caution,SF2,Shc_pY317,SHP-2_pY542_Caution,Smac_Caution,Smad1,Smad3,Smad4,Snail_Caution,Src,Src_pY416_Caution,Src_pY527,STAT3_Caution,STAT3_pY705,STAT5-alpha,Stathmin,Syk,TAZ,TFRC,TIGAR,Transglutaminase,TSC1_Caution,TTF1,Tuberin,Tuberin_pT1462,VAV1_Caution,VEGFR2,VHL_Caution,XBP1_Caution,XRCC1_Caution,YAP_Caution,YAP_pS127_Caution,YB-1,YB-1_pS102
ACH-000696,OVCAR8,0.010651,0.07058,0.222106,0.851933,-0.349601,0.412347,0.494956,0.072659,-0.372877,0.748761,0.346931,-0.146849,-0.189926,-0.590784,0.369602,-0.039499,0.296644,-0.091641,-0.009213,0.785507,0.411897,0.010715,-0.04357,0.590835,0.415042,0.914156,0.551622,-0.028099,0.101762,0.088196,-0.203942,-0.207347,0.037347,-0.154427,0.667869,-0.0769,-0.464432,0.014289,-1.588582,-0.924534,0.174734,0.534518,-0.014996,-0.267539,0.007906,-0.157661,1.033526,1.021558,0.373067,-0.464721,-0.328509,3.553152,-0.1389,-0.171433,-0.941089,-0.171158,0.034893,-0.202271,-0.245443,-0.386605,0.180938,-0.616865,-0.127066,0.347729,-0.309167,0.947379,0.595552,-0.044552,-0.181633,-0.08272,-1.192987,0.535945,-1.004771,0.961193,0.173478,0.006389,-0.014893,-0.437579,-0.343817,-0.026697,0.099221,-0.161222,0.274724,-0.033736,1.652325,0.032175,-0.233045,-0.252708,0.912541,-0.360693,0.870367,0.91424,0.147315,0.407252,0.15307,-0.711324,-0.515352,0.001217,-0.155016,1.383226,0.129281,0.307507,0.144843,-0.961851,-0.075513,0.049796,0.160857,0.232153,1.072102,0.377887,-0.05837,-0.63577,0.5107,0.170938,-0.246393,-0.013417,0.101396,-0.061239,0.254782,0.147234,0.149149,-0.126456,-0.05675,0.567129,0.428883,-0.020485,-1.056858,-0.209796,-1.815517,0.089009,-0.543031,3.369557,-0.54634,0.001468,-0.139994,-0.31573,-0.140231,-0.106394,-0.711344,0.671882,-0.195826,0.595467,-0.774014,0.18669,-0.000111,-0.469049,2.218371,-0.035736,0.939138,0.259915,0.183177,-0.0121,0.011701,0.080311,-0.168274,-0.010328,0.160703,0.803011,0.820989,-0.005711,-0.187866,0.012352,-0.105131,-0.390857,-0.119166,0.267966,0.325494,-0.454697,-0.013368,-0.013249,0.333913,-0.786762,-1.249761,-0.243068,0.116396,-0.311175,0.315535,0.465343,0.315021,-0.018482,-0.202026,0.109849,-0.106692,-0.222326,0.291917,-0.049492,-0.10015,-0.023006,0.105022,-0.117706,0.61291,0.041203,-0.429163,-0.375889,0.664226,0.261622,-2.22781,-0.299028,-0.345719,-0.162673,0.085912,0.305651,0.176525,0.642725,0.030698,-0.299561,1.004886,-0.001914,0.210325,-0.124984,0.45245,-0.812631,-0.180034,-0.182749
ACH-000646,OVMANA,0.135895,0.027954,-0.844205,-0.71518,0.144731,-0.938175,-0.101199,-0.280629,0.457818,-0.137369,-0.4638,-1.062701,-0.060873,0.859942,-0.995012,-0.939499,-0.133106,0.166634,0.100803,-0.049525,0.198426,0.294017,0.1991,-0.784336,0.295242,-0.742461,-0.344166,-0.001693,0.244261,-0.132204,0.867339,-0.621665,0.72856,-0.13034,-0.656981,0.157409,0.648325,0.308366,0.108937,0.123468,-0.058747,0.301133,-0.139995,0.431395,0.040563,-0.27016,-0.392378,-0.352805,0.023196,0.007977,-0.121532,-0.785422,0.014044,0.201332,1.088654,-0.068427,-0.011071,0.030706,0.525654,0.682684,-0.148718,2.464054,-0.011635,-0.287259,0.161767,1.760282,-0.16943,0.168251,-0.496729,-0.099389,2.517677,-0.818807,-0.385048,0.632184,0.552259,0.227406,0.07937,-0.459861,0.160266,0.173354,0.122428,-0.317856,0.135742,-0.369355,-0.360539,-0.404131,-0.07418,0.043479,0.409155,-0.330893,-0.086054,-0.260345,-0.334061,-0.583125,-0.554328,-0.457805,-0.227399,0.31459,0.657376,1.393508,0.004977,0.307685,0.03491,-0.161462,0.199592,0.014475,-0.149571,-0.174416,-0.103694,0.544641,0.174375,-0.276405,0.806834,-0.306334,-0.914324,-0.359261,-0.016677,0.189752,0.071131,-0.095943,-0.687736,-0.178825,-0.76924,-1.576493,-0.401418,-0.039304,-0.421481,-0.191969,0.712134,1.201268,1.001523,0.788451,0.120772,0.05408,0.001471,0.065106,-0.389413,-0.545316,-0.675758,0.142426,-0.002929,-0.541004,0.478473,0.53921,0.363749,0.202345,1.512693,0.060214,-0.572155,-0.341311,-0.657459,-0.465476,-0.676795,-0.489603,-0.195948,-0.456398,-0.321297,0.879748,0.990919,0.121267,0.004607,0.812699,0.385063,-0.125482,0.666786,0.46571,-0.647369,-0.145073,-0.150352,-0.491789,-0.332057,0.043934,-0.293961,0.030459,-0.513984,-0.175132,0.408097,0.194723,-0.005059,0.232554,1.526649,-0.017941,0.186297,0.240862,0.775066,-0.234253,0.909128,-0.125449,0.148866,0.40823,0.001105,-0.652205,-0.462462,0.510074,-0.722792,-0.118985,-3.13444,0.536682,0.160998,-0.139302,1.310259,-0.213518,-0.06772,-0.734732,-0.193738,-0.575923,0.300535,1.90162,0.019526,0.529021,0.386974,0.855825,0.13572,0.179755
ACH-000524,KURAMOCHI,0.322961,0.053684,0.349078,-0.928834,-0.317348,-0.811373,-0.50151,0.830234,-0.269561,-1.474165,-1.66577,0.121841,-0.155748,-0.021586,-0.128082,0.069651,-0.141985,0.275197,-0.283261,-0.662715,1.585166,-0.502121,-0.347415,-3.08361,0.436349,-0.194106,0.071866,-0.126336,-0.000671,0.011434,-0.365019,-0.058078,0.985527,-0.140953,1.163455,0.051215,1.006104,0.012863,1.058855,0.706402,0.17826,-0.24074,0.456429,-0.16826,-0.129104,-0.602157,-0.693534,-0.549041,0.06598,-0.271023,-0.072297,3.131783,0.243291,0.03864,-0.633682,-0.471837,-0.430502,-0.327423,0.498102,0.130309,-0.098318,0.082983,0.070388,-0.801318,0.136744,1.112016,0.029928,-0.088162,0.169258,0.150469,-0.025038,0.626134,0.228614,-0.712449,0.201638,-0.027714,-0.15501,-0.385428,-0.296671,-0.116137,0.184505,0.03565,0.996179,-2.039912,1.35894,-0.433888,0.030492,-0.033209,-0.296671,-0.385833,0.98311,-0.680512,0.003234,-0.756951,-0.37705,-0.394717,-0.505965,0.70382,0.254598,-0.537249,-0.200663,0.141159,-0.093928,4.095283,-0.006959,-0.331242,-0.438252,-0.368735,0.412782,0.529246,-0.053159,1.745977,0.23673,-0.095947,-0.751614,0.591389,-0.027239,0.00657,0.015924,0.656039,0.596318,0.384722,0.732724,1.161284,0.514445,-0.170957,-0.73624,0.34208,0.35802,-0.154923,0.058001,1.047271,0.136419,-0.256833,-0.089222,-0.267081,0.034698,0.10218,-0.513318,3.123107,-0.763512,-0.502223,-0.093977,0.286607,-0.089289,0.739717,-0.222876,0.137504,0.772757,-0.122539,0.389417,-0.067879,-0.155951,0.512819,2.683737,-0.220705,0.156537,-0.54337,-0.374201,-0.214046,-0.256443,1.443687,0.107085,-0.434603,0.540266,0.071127,-0.392236,-0.37169,0.838392,-0.463727,-0.22314,0.287291,-0.787687,-0.085931,0.233962,-0.003265,0.433189,-1.020374,-0.661747,-0.246477,-0.019707,0.192026,0.496696,0.583961,0.943703,0.202015,0.097747,-0.264155,0.316922,0.136852,-0.136921,0.177643,0.044593,1.824745,0.09298,-0.143361,0.124627,0.1734,1.347583,-0.426389,0.759127,-0.198259,0.673661,0.433277,0.027232,-0.053494,-0.159211,2.954263,-0.111455,0.585722,0.303828,-0.380182,0.114984,-0.177674
ACH-000460,SNU8,0.046011,0.037546,-0.004491,-0.74856,-0.536546,0.35807,-0.004936,-0.149483,0.058778,-0.255168,0.186286,1.325151,0.149515,0.28218,-0.772019,-0.315238,1.258011,0.372056,0.109846,-0.397009,0.195693,0.067754,-0.186415,-1.15264,-0.089212,0.099785,-0.224624,-0.148639,-0.21975,-0.511254,-0.901372,-0.130071,-0.374587,0.129149,-0.620276,-0.161475,2.535044,-0.290191,0.457857,-0.130344,0.014618,0.942415,0.75985,0.114103,0.023547,-0.194934,-0.281139,-0.260421,-0.150655,0.296233,0.046689,-0.088889,-0.013408,0.044372,1.154946,0.634245,-0.244609,-0.271462,-0.422707,0.02554,0.087319,2.75944,-0.017828,0.593276,-0.186033,0.568189,-0.189029,0.112751,-0.158142,-0.06707,2.227531,-0.913688,-1.116511,0.802603,0.152555,-0.171547,-0.670929,0.325966,0.399583,-0.258502,-0.066396,-0.879638,0.034391,0.115778,4.053593,-0.180595,0.490285,-0.300432,0.040437,0.234175,-0.425929,0.27322,0.270467,-0.111348,-0.119499,-0.301107,-0.336081,0.307211,0.735203,0.249445,0.046367,-0.006198,-0.089904,3.063676,0.327362,-0.024017,-0.132204,0.0249,-0.206457,-0.19159,-0.00174,-0.111234,-0.66491,-0.134437,-0.669526,-0.020237,-0.060529,-0.054896,0.03627,-0.623547,0.066892,0.206013,-0.072751,0.425585,0.188904,0.15867,-0.213857,0.327515,-0.041367,0.347995,0.690938,2.22566,0.071109,-0.272142,-0.08718,0.044088,-0.145272,-0.721792,-0.665744,-0.287062,0.347217,-0.537324,-0.320962,-0.072622,-0.10338,-0.129888,3.107459,0.042551,-0.06137,-0.205319,-0.499823,-0.327505,-0.463714,0.486112,0.047326,-0.11455,0.34,-0.044999,-0.406965,0.038751,-0.186039,0.435603,-0.149576,-0.125612,0.312317,0.357405,-1.321653,0.421084,-0.098871,-0.348475,0.057204,-0.231939,-0.518435,-0.526911,0.090735,0.051599,-0.183751,-0.009211,-0.123816,0.111711,1.425235,-0.116672,0.1948,-0.057432,0.540429,-0.33837,0.003791,0.0,0.487083,0.882128,-0.091125,-0.072924,1.131962,-0.176154,0.34745,0.059359,0.211005,0.295563,0.451096,-0.131795,1.337188,0.050755,-0.548056,0.018864,-0.035319,0.849651,0.771078,1.150188,-0.360314,-0.038305,0.441824,0.05062,0.207048,-0.148751
ACH-000132,JHOS2,-0.163275,-0.170692,0.218578,-0.311179,-0.031547,-0.229144,-0.178038,-0.528344,-0.295127,-0.549752,-0.585283,-0.401437,-0.240867,-0.414953,0.487181,1.692426,1.660466,0.182039,0.11851,-0.530756,0.942723,0.065762,1.697194,-0.387228,0.280066,-1.007348,-0.669302,0.215206,-0.025555,0.094607,-0.627509,-0.397559,-0.310809,0.076048,0.360782,-0.19674,-0.02478,-0.158716,-0.664364,-0.73082,-0.133245,0.275529,0.399603,0.121043,-0.062804,-0.023911,0.701272,1.10169,0.981744,-0.077389,-0.06556,3.076078,-0.161532,-0.315665,-0.490872,0.179133,-0.619634,-0.287875,-0.744586,-0.233401,0.438271,0.678755,0.132606,-0.172653,-0.195571,-0.746096,-0.177929,-0.09797,0.311533,0.165332,1.571112,-0.505014,-0.47838,0.528814,-0.161539,-0.144211,0.034765,0.259841,0.038074,-0.109214,-0.328046,0.249727,-0.069839,-0.186635,1.483069,0.804053,-0.043787,0.134114,0.469448,-0.395048,1.303284,0.115771,0.059659,0.292342,-0.175226,0.263245,0.745084,-0.29835,-0.186206,0.265601,-0.092727,0.056906,-0.199268,0.33559,-0.164746,0.301536,0.003329,-0.139758,0.150128,-0.067872,-0.277127,2.041045,-0.504196,-0.351534,0.123614,0.669994,0.954889,0.056171,0.282529,0.380251,0.122325,0.064123,0.148858,1.372603,0.589117,-0.030497,0.142849,0.127692,0.761263,-0.244577,-0.100641,-1.128519,-0.053713,0.505555,-0.167318,0.048533,0.051554,0.092747,0.246325,-0.459247,-0.143549,-0.226408,0.179316,-0.17998,0.103578,0.911051,1.693283,-0.319183,0.205545,-0.054125,0.473276,-0.021582,0.023442,0.859533,-0.174657,0.334013,0.057717,0.237558,0.299884,-0.143218,0.490232,-1.375279,-0.209884,0.365019,0.078342,0.00726,0.471513,-0.016353,0.433117,-0.116264,0.150312,-0.015913,0.293068,-0.440393,-0.714671,-0.10238,-0.11888,0.883764,0.925845,-0.274359,0.185223,0.000102,0.038791,-0.251175,-1.191022,-0.230004,1.276355,0.104124,-0.745267,-0.835294,-0.059243,-0.370117,0.267028,0.060646,-0.128114,0.143112,0.476139,-0.142199,-0.72697,0.049202,1.27313,0.560567,-0.331935,0.347561,0.548557,-0.120947,0.684933,2.206359,-0.367909,-0.281483,0.828828,1.62144,-0.101899,0.1267
ACH-000713,CAOV3,-0.007338,-0.100014,-0.494555,-0.970395,-0.545579,-0.958976,-0.188669,0.194514,-0.292816,-0.538214,-0.685126,1.359621,0.012873,0.334768,0.137869,-0.937306,-0.464049,0.099301,0.556542,-0.590065,-0.740974,0.128801,-0.306941,0.453009,-2.066298,0.65748,0.481475,0.022955,0.126296,-0.377787,-0.529534,-0.674954,0.390917,-0.283066,0.597609,-0.00566,0.329979,0.111911,0.116505,0.206069,0.191168,0.341954,0.794625,0.223094,-0.060523,-0.346093,0.677278,0.498689,0.278575,0.62943,-0.193331,-1.999643,-0.038957,-0.123248,0.493276,0.474357,-0.506882,0.068376,0.716717,0.238349,-0.719108,4.290236,-0.133488,-0.331845,0.674517,0.706446,0.260614,0.20586,-0.346232,0.820893,3.126147,-0.045956,-1.06781,0.786103,0.964938,0.034438,-0.093126,0.306379,-0.22173,0.006075,0.099884,0.435505,0.008869,0.204434,-0.089799,0.442848,-0.337372,0.229062,-0.3056,1.825344,1.68656,2.233423,-0.406112,0.181997,0.316314,0.171894,0.326236,0.346248,0.3203,0.559251,-0.058156,-0.135973,0.155211,0.821091,-0.143941,-0.14005,-0.220998,0.2906,0.249191,-0.030122,-0.118471,1.265117,0.039427,-0.383041,0.321711,0.467435,0.001935,-0.169752,0.17792,0.426225,-0.152146,0.120018,0.016159,0.234448,-0.17928,-0.178772,-1.18154,0.016702,0.906768,-0.280109,0.662505,1.075539,0.250026,-0.147882,-0.191079,-0.130105,-0.414658,-0.778933,-0.601645,-0.649795,2.266946,-0.324563,0.148926,0.216494,0.502485,1.042713,-0.443615,-0.009599,0.256105,-0.197578,-2.054782,-0.331241,-0.642485,-0.182011,-0.015784,0.164675,-0.477479,-1.076449,-2.027675,-0.572015,-0.086974,0.704019,0.023612,-0.323265,0.040015,-0.426659,0.461323,0.841575,0.028571,0.019406,0.11203,-0.740525,-0.252878,-0.159624,-0.477765,-0.030851,0.326778,1.25141,1.729075,0.078516,0.455738,0.174125,0.530334,0.396764,-0.058025,-0.291868,-0.000202,-0.20421,-0.115397,-0.804953,0.141233,-0.133977,-0.014762,0.873132,0.381461,-0.106002,1.06334,0.022609,0.883801,0.406093,1.339648,-0.11295,0.066201,-1.01254,-0.437902,-0.31069,0.812125,2.648111,0.102959,0.045942,0.043095,0.457014,0.166975,0.060292
ACH-000796,MCAS,-0.087218,-0.014051,1.381182,1.257163,0.622105,1.27158,0.774062,0.645139,0.179317,-0.144823,-0.199982,-0.990634,-0.1712,-0.027008,0.415665,2.197242,0.605821,0.64225,-0.175985,0.654891,1.159266,0.508138,-0.071947,1.536127,0.128058,-0.652198,-0.00505,0.027362,0.209352,-0.654157,-0.433649,-0.838726,1.141263,-0.220231,1.988516,-0.112563,0.488352,0.655819,-0.772576,-0.526662,0.17704,-0.615744,-0.717783,-0.056028,-0.105271,-0.431219,-0.771695,-0.322306,-0.247612,0.408652,0.122372,2.73667,0.441088,-0.282819,1.301665,-0.234233,-0.198712,-0.211732,-0.115994,-0.25146,0.092949,3.016637,-0.12808,-0.356312,0.150214,-0.344884,-0.330127,-0.244967,-0.168661,-0.255268,3.524364,1.592066,-0.392805,1.285473,0.930659,-0.027256,0.079891,3.69634,-0.316736,-0.03206,0.114665,0.90911,1.009202,-0.610971,-0.768818,-1.52418,0.053717,-0.24915,1.364526,0.152136,0.637842,1.923187,0.692586,0.246071,0.20023,-0.163928,0.202757,0.84848,0.570534,-0.015904,-0.075055,-0.235806,0.120638,-0.711374,1.171032,-0.050075,0.130158,-0.160435,0.007691,1.127187,-0.10703,-0.591259,1.661863,0.655082,0.319069,0.116101,0.943609,0.14338,-0.728436,-0.26094,0.110548,0.049717,1.43182,1.055928,-0.019077,-0.212139,-0.276255,0.406127,1.121141,-0.559038,-0.177103,0.197287,0.250616,0.865364,0.004769,-0.266297,-0.08645,0.040777,0.287784,-0.038254,0.215174,0.16089,-0.002597,-0.451128,-0.416883,-0.412241,-0.583711,-0.411144,0.042551,-0.334003,-0.03656,0.024996,0.085783,0.704401,1.563595,-0.72611,-1.186328,0.356496,0.629101,-0.26626,-0.732575,-0.435489,-0.202119,-0.294416,0.034346,-0.279123,0.904287,0.964396,0.159144,-1.246419,0.095996,-0.332026,-1.574388,0.323828,-0.060528,-0.110546,-0.377247,-0.247014,-0.000806,-0.258008,1.363583,-0.041991,0.54024,-0.242165,0.177461,-0.075618,0.242526,-0.552686,-0.440646,-0.635285,-0.30229,-0.055986,-0.708993,-0.197818,-0.186891,-0.193398,1.187538,0.453472,0.962627,0.161477,2.484254,-0.306957,0.877519,-0.270451,-0.217273,-1.419913,1.757633,1.603123,0.934475,-0.383189,-0.15622,0.79756,0.126203,-0.480992
ACH-000657,A2780,-0.112724,0.079082,-0.431161,0.753555,1.025781,1.357088,0.448512,1.171533,-0.36258,1.241238,1.34047,-0.60148,-0.104317,0.520465,0.157331,2.036728,1.563681,-0.581854,-0.297524,0.220758,-1.920736,-0.262003,-0.051937,2.279348,0.998341,-0.536133,0.464126,-0.2018,0.170315,0.225698,0.666966,0.178058,-0.153689,-0.003971,-1.197236,-0.22287,-0.601943,0.076733,-1.5151,-0.796101,-0.435365,-0.536674,0.162785,-0.358732,0.116468,-0.324088,1.145341,0.759765,0.529028,0.4804,0.155752,-2.953479,0.122054,-0.169179,-0.723632,0.759428,0.266345,-0.04845,0.899534,0.066174,0.208774,-0.559576,-0.162663,0.165418,-0.152302,0.938809,-0.057813,0.008582,0.205241,0.059685,-1.46867,0.461781,-0.150363,-0.881994,-0.250194,0.074589,0.399887,0.18542,-0.122472,0.170418,-0.145612,-0.298063,-0.009772,0.135967,0.110436,-0.618998,-0.277185,-0.182949,-0.907061,-0.701046,-0.246654,-0.699969,-0.534699,0.001563,0.080264,0.717025,0.460786,0.134747,-0.190813,-0.732946,0.03087,-0.002779,-0.187002,1.092512,-0.085187,-0.504317,0.265314,-0.28984,0.132881,0.81774,0.455774,0.659977,0.348226,0.964844,-0.145074,0.309441,0.057816,0.009144,0.957078,1.010359,0.368173,0.201118,-0.085787,-0.870526,0.05984,-0.186648,-0.864615,-1.32014,0.000122,0.228882,-0.534954,-0.475323,0.352765,-0.041524,-0.092565,-0.115412,0.057731,0.17175,-0.035266,-0.273596,-0.382227,0.449106,0.853506,-0.00858,-0.042497,0.614369,0.446293,0.288086,-0.151359,0.17075,0.123906,-0.248924,-0.069544,-0.275682,0.174083,0.201365,0.032625,-0.901234,-1.493773,-0.481473,-0.089417,0.605515,-0.002974,0.429183,-0.356683,-0.465292,-0.116688,-0.4392,0.155529,0.110321,0.469599,0.045529,-0.307817,-0.020985,-0.767811,-0.061485,0.069967,-0.369865,-0.53024,0.31958,0.086374,0.226452,0.202933,0.360072,-0.174004,0.07564,-0.117658,0.184159,-0.244061,-0.178344,0.929666,0.582706,0.010407,-0.417398,-1.256976,-0.153983,-1.984806,-0.195191,0.52828,0.658499,-0.34708,0.253031,0.063644,0.225303,0.045195,-0.297502,-1.640315,-1.419885,0.583132,0.071216,0.306154,0.29162,-0.046844,0.001066
ACH-000885,TOV21G,-0.188575,-0.138438,0.793486,0.139223,0.765051,0.670745,0.125501,1.043062,-0.440967,-0.78081,-0.891666,0.178815,-0.314293,-0.444556,-0.277434,5.051866,3.737104,-0.536952,-0.086535,-0.057961,0.23396,0.496086,-0.065806,-0.108952,-1.707887,-0.272836,-0.394594,0.312387,-0.110426,-0.075308,0.863987,-0.289959,0.743245,-0.165236,-1.385059,-0.286963,1.686155,-0.243593,-0.832352,-0.467392,-0.080447,0.23735,-0.403645,-0.186131,-0.096631,0.005468,-0.219534,-0.39378,-0.188104,0.156692,0.064954,2.489983,-0.226414,-0.124324,-0.611786,0.442043,-0.201549,-0.271305,0.128067,-0.115828,0.104455,-0.269877,0.032965,0.99777,0.289418,0.04467,-0.384227,-0.316045,0.4109,0.548807,-0.638562,0.716253,0.385639,0.912394,0.456989,-0.069846,0.583856,0.846753,-0.288336,-0.010503,-0.135305,0.422028,0.474494,-1.140553,-0.938031,0.168706,-0.236865,0.24454,0.306324,-0.250803,1.205288,1.334244,-0.02404,-0.096992,-0.203572,0.878956,0.869091,1.371748,0.392135,-0.394605,0.172706,1.463367,-0.474942,0.687185,-0.802635,0.360144,0.141354,0.40321,-0.175276,-0.061631,0.31881,0.214657,1.374983,0.386326,0.172878,0.427626,0.114207,-0.28057,-0.472199,-0.013421,-0.895515,-0.200687,0.060458,-4.807075,-0.065431,-0.365448,1.274656,0.793633,1.717682,0.748035,0.285984,-0.64156,0.902588,1.437467,0.040129,-0.066558,-0.105915,0.13887,1.335227,-0.5695,0.780189,0.256753,0.233534,0.115071,0.206943,0.36797,-1.119774,-0.215556,1.299753,0.656727,0.413459,-0.081032,0.067429,0.0,1.966701,-0.190027,0.540939,0.088667,-0.1279,-0.063679,0.162776,-0.021458,-0.46762,1.12397,0.585779,-0.017718,-3.148789,-0.466807,-0.413224,-0.307428,-0.610312,0.301769,0.876308,0.488979,-0.552477,-0.056282,0.161105,1.016625,0.975487,-0.476764,-0.250517,-0.226176,0.150965,-0.042736,-0.16566,-0.214269,-0.197844,-0.360943,-0.341096,-0.551833,0.175839,-0.21929,0.097427,-0.373321,-0.511749,0.002282,-3.154725,0.734096,0.118604,0.653568,0.681078,0.812807,1.229932,-0.335225,0.567166,-1.042594,0.680426,0.697605,-0.274573,-0.215956,0.713775,2.075964,0.792468,0.940813
ACH-000409,OVSAHO,0.341275,0.108716,-0.541773,-0.584066,-0.412272,-0.846503,0.20015,0.212642,0.055598,-0.39022,-0.231226,0.968609,-0.03726,0.489382,-0.176498,-0.889087,-0.282716,0.450243,-0.232636,-0.44247,0.031716,0.160552,1.737401,-0.061209,0.379067,-0.520147,0.163558,-0.224317,-0.020706,0.178001,-0.558147,0.122931,0.229781,-0.039378,0.247868,0.392808,-1.858802,-0.102338,0.395986,0.418838,0.107422,0.114056,0.160029,-0.05007,-0.0417,0.574181,-0.562627,-0.368479,0.030021,-0.251378,-0.261763,-2.469304,0.041237,0.507254,-0.026577,0.155501,-0.18818,0.196933,0.170129,0.47081,-0.130836,0.117847,-0.043119,0.244453,0.153923,0.975347,0.000487,0.279816,0.009345,0.749387,0.78325,-0.485797,-0.480986,-0.563579,0.368811,0.235471,-0.387186,0.402313,2.255734,0.17055,-0.071988,-0.637202,-0.363186,-0.259908,-0.311945,-0.298756,-0.019412,0.025757,-0.642397,-0.392387,0.978457,-1.447424,-0.159389,-0.350009,-0.526371,-1.02098,-1.084323,-0.199091,0.314318,-0.357158,-0.02411,0.449035,0.248555,3.382188,-0.307504,-0.003734,-0.136512,-0.171595,-0.104708,-0.396497,-0.987615,0.283585,-0.747894,-0.503436,-0.763372,0.183235,-0.040305,0.302962,0.535901,-0.085793,0.293418,0.063819,-0.572121,-1.779943,0.278699,0.096353,-0.410063,0.0,-0.521642,-0.044249,0.590506,0.921812,0.124197,-0.05177,-0.091025,0.025133,0.129292,0.248166,-0.477252,-0.092321,0.67096,-0.981041,0.022127,0.486277,0.282107,0.392484,-0.292927,0.455396,-0.899791,-0.276972,1.113621,-0.313165,-0.739596,-0.234137,-0.275896,0.080545,-0.018663,-0.074478,-0.099245,-0.203389,-0.297434,0.764994,0.740638,-0.3845,0.064531,0.020208,0.252246,0.046171,0.345688,0.102026,0.321165,-0.045054,-1.007532,0.898426,-0.301154,-0.28724,0.598761,-0.04481,-0.402488,-0.113397,0.5076,-0.15868,0.538744,0.315851,-0.468078,0.393081,0.052327,0.098792,0.49839,-1.166859,-0.266563,-1.422915,0.732983,-0.066106,-0.809431,-0.040613,-0.878486,0.036512,0.412447,-0.215128,0.127917,-0.028559,-0.378674,0.051303,-0.080071,0.014889,0.127117,0.331059,0.013374,0.320297,0.564851,0.157517,0.11014,-0.106277
